
List of user-set options:

                                    Name   Value                used
                           linear_solver = mumps                 yes
                  ma57_automatic_scaling = yes                    no
                                max_iter = 10000                 yes
                             mu_strategy = adaptive              yes
                             output_file = DynamicOptimization_lMtildeState_actdyn_GPOPS_IPOPTinfo.txt  yes
                             print_level = 5                     yes
                      print_user_options = yes                   yes
                                     tol = 1e-006                yes
This is Ipopt version 3.11.0, running with linear solver mumps.

Number of nonzeros in equality constraint Jacobian...:   254728
Number of nonzeros in inequality constraint Jacobian.:    48160
Number of nonzeros in Lagrangian Hessian.............:    85374

Total number of variables............................:    49470
                     variables with only lower bounds:        0
                variables with lower and upper bounds:    49470
                     variables with only upper bounds:        0
Total number of equality constraints.................:    37387
Total number of inequality constraints...............:    24081
        inequality constraints with only lower bounds:    11997
   inequality constraints with lower and upper bounds:       87
        inequality constraints with only upper bounds:    11997

 390 4.1128759e+000 5.85e-003 2.85e-003  -6.1 7.53e-001  -3.7 1.00e+000 4.19e-001h  1
 391 4.1112113e+000 3.52e-004 1.39e-003  -6.1 2.67e-001  -4.2 6.02e-002 1.00e+000h  1
 392 4.1108578e+000 3.68e-004 6.76e-004  -6.1 2.90e-001  -4.6 8.96e-001 3.91e-001h  1
 393 4.1059421e+000 6.24e-004 2.69e-004  -6.4 9.04e-001  -5.1 1.00e+000 8.62e-001h  1
 394 4.1046460e+000 9.26e-004 1.86e-004  -6.4 3.43e-001  -4.7 9.89e-001 9.94e-001h  1
 395 4.1040032e+000 7.95e-005 2.00e-004  -6.6 3.02e-002  -3.4 9.82e-001 1.00e+000h  1
 396 4.1030076e+000 4.62e-003 1.14e-003  -6.8 2.08e-001  -3.8 1.00e+000 8.92e-001h  1
 397 4.1041713e+000 1.48e-003 2.99e-003  -6.4 1.45e-001  -4.3 8.16e-001 1.00e+000h  1
 398 4.1026488e+000 6.85e-004 9.32e-005  -6.6 4.45e-001  -4.8 1.00e+000 1.00e+000h  1
 399 4.1029608e+000 7.15e-004 3.60e-003  -6.3 1.33e+000  -5.3 6.86e-001 4.88e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 400 4.1022686e+000 8.96e-004 3.44e-003  -6.4 3.80e+000  -5.7 1.00e+000 2.36e-001h  1
 401 4.1007623e+000 9.90e-004 2.63e-004  -6.5 1.04e+000  -5.3 1.00e+000 9.02e-001h  1
 402 4.1008018e+000 1.06e-003 6.05e-003  -6.2 3.09e+000  -5.8 9.64e-001 4.14e-001h  1
 403 4.1002722e+000 1.11e-003 1.99e-003  -6.2 9.07e+000  -6.3 7.95e-001 1.49e-001h  1
 404 4.0998657e+000 1.13e-003 2.94e-003  -6.2 5.17e+001  -6.7 4.87e-001 5.11e-002h  1
 405 4.0967200e+000 8.96e-003 2.93e-003 -11.0 1.01e+001  -6.3 1.74e-001 3.32e-001h  1
 406 4.1014951e+000 1.83e-003 2.97e-003  -6.1 5.53e-001  -5.0 6.56e-001 1.00e+000h  1
 407 4.1010182e+000 3.52e-003 3.66e-003  -6.2 1.79e+000  -4.6 5.69e-001 2.31e-001h  1
 408 4.0992853e+000 9.34e-004 6.92e-004  -6.2 5.40e-001  -5.0 1.00e+000 9.11e-001f  1
 409 4.0967688e+000 4.04e-004 1.02e-004  -6.4 1.61e+000  -5.5 9.96e-001 9.96e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 410 4.0973021e+000 4.20e-004 2.25e-003  -6.1 4.77e+000  -6.0 8.03e-001 2.52e-001h  1
 411 4.0962580e+000 1.80e-003 1.20e-003  -6.3 1.38e+001  -6.5 1.00e+000 3.44e-001h  1
 412 4.0985375e+000 1.42e-003 3.52e-004  -6.0 5.23e+000  -6.0 7.60e-001 6.84e-001h  1
 413 4.0970642e+000 2.69e-003 6.89e-004  -6.2 1.48e+001  -6.5 1.00e+000 4.26e-001h  1
 414 4.0958716e+000 6.05e-003 1.85e-004  -6.2 5.46e+000  -6.1 1.00e+000 7.83e-001f  1
 415 4.0940798e+000 1.92e-003 1.88e-004  -6.4 1.05e+000  -3.9 1.00e+000 9.95e-001h  1
 416 4.1037333e+000 2.24e-003 5.16e-003  -5.6 6.60e-001  -4.3 4.14e-001 6.49e-001h  1
 417 4.0993398e+000 3.95e-004 3.70e-004  -6.0 2.91e-001  -4.8 1.00e+000 1.00e+000h  1
 418 4.0989239e+000 1.12e-003 3.58e-004  -6.0 1.22e+000  -5.3 1.00e+000 7.99e-001h  1
 419 4.0986568e+000 2.77e-003 2.99e-004  -6.0 3.84e+000  -5.8 1.00e+000 9.10e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 420 4.0985238e+000 9.06e-003 1.50e-003  -6.0 1.77e+001  -6.3 1.80e-001 1.65e-001f  1
 421 4.0984155e+000 6.57e-003 3.43e-003  -6.0 6.96e+000  -5.8 1.93e-001 2.87e-001f  1
 422 4.0982819e+000 1.49e-003 7.25e-004  -6.0 2.96e+000  -5.4 1.00e+000 8.90e-001f  1
 423 4.0980203e+000 2.97e-003 2.65e-004  -6.0 7.30e+000  -5.9 1.00e+000 9.76e-001f  1
 424 4.0979829e+000 2.70e-003 7.76e-004  -6.0 6.32e+000  -5.5 1.00e+000 1.28e-001f  1
 425 4.0977372e+000 3.85e-004 1.17e-004  -6.0 2.81e+000  -5.9 1.00e+000 8.89e-001f  1
 426 4.0958597e+000 1.26e-003 9.63e-004  -6.1 7.53e+000  -6.4 1.00e+000 7.13e-001h  1
 427 4.0953320e+000 3.86e-003 2.91e-003  -6.2 1.50e+001  -6.9 3.85e-001 1.64e-001h  1
 428 4.0941130e+000 4.19e-003 3.03e-003  -6.2 5.93e+000  -6.5 1.00e+000 5.36e-001f  1
 429 4.0933524e+000 7.29e-005 9.73e-005  -6.2 4.30e-001  -5.1 1.00e+000 1.00e+000f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 430 4.0894837e+000 2.12e-003 3.23e-004  -6.6 8.53e-001  -5.6 9.95e-001 9.94e-001h  1
 431 4.0952618e+000 2.84e-003 2.60e-003  -6.1 2.48e+000  -6.1 7.43e-001 1.00e+000h  1
 432 4.0936387e+000 4.95e-003 3.81e-003  -6.2 6.86e+000  -6.6 1.00e+000 4.98e-001h  1
 433 4.0932108e+000 3.97e-003 4.65e-003  -6.2 1.31e+001  -7.0 1.00e+000 2.05e-001h  1
 434 4.0917993e+000 1.98e-003 1.00e-004  -6.2 4.36e+000  -6.6 1.00e+000 1.00e+000h  1
 435 4.0892132e+000 1.22e-003 1.41e-004  -6.5 1.61e+000  -6.2 1.00e+000 1.00e+000h  1
 436 4.0919326e+000 1.76e-003 3.71e-003  -6.2 6.90e-001  -5.8 2.97e-001 1.00e+000h  1
 437 4.0903841e+000 1.12e-003 2.26e-003  -6.5 1.98e+000  -6.2 9.38e-001 5.69e-001h  1
 438 4.0953064e+000 1.30e-003 1.84e-003  -6.0 4.34e-001  -4.9 7.96e-001 8.45e-001f  1
 439 4.0947211e+000 1.71e-003 2.13e-003  -6.1 1.63e+000  -5.4 4.74e-001 3.72e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 440 4.0937825e+000 9.85e-004 1.17e-003  -6.1 1.86e-001  -5.0 1.00e+000 9.40e-001f  1
 441 4.0937178e+000 7.28e-005 9.72e-005  -6.1 2.70e-001  -5.4 1.00e+000 1.00e+000f  1
 442 4.0937762e+000 1.12e-004 2.13e-005  -6.1 7.99e-001  -5.9 1.00e+000 1.00e+000h  1
 443 4.0937731e+000 7.91e-004 1.88e-005  -6.1 2.28e+000  -6.4 1.00e+000 1.00e+000h  1
 444 4.0936792e+000 4.20e-002 4.80e-004  -6.1 1.67e+002    -  9.27e-002 1.15e-001h  1
 445 4.0936661e+000 7.20e-002 4.54e-003  -6.1 8.72e+001  -6.9 5.99e-002 2.11e-002h  1
 446 4.0936517e+000 3.70e-002 3.58e-003  -6.1 3.75e-001  -2.8 3.38e-001 4.92e-001h  1
 447 4.0936265e+000 1.55e-002 4.44e-004  -6.1 1.84e-001  -3.3 1.00e+000 1.00e+000f  1
 448 4.0934700e+000 2.56e-001 8.40e-003  -6.1 9.58e+000  -3.8 6.66e-002 8.25e-002h  1
 449 4.0935056e+000 7.96e-002 3.32e-003  -6.1 4.92e-001  -3.4 1.00e+000 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 450 4.0935101e+000 5.30e-002 2.22e-003  -6.1 2.54e-001  -3.8 3.99e-001 3.37e-001h  1
 451 4.0935195e+000 2.66e-002 1.87e-003  -6.1 4.18e-002  -3.4 1.00e+000 5.00e-001f  2
 452 4.0934946e+000 2.69e-003 7.62e-004  -6.1 2.21e-001  -3.9 9.09e-001 1.00e+000h  1
 453 4.0933732e+000 1.28e-002 6.06e-004  -6.1 4.72e-001  -4.4 1.00e+000 1.00e+000h  1
 454 4.0933308e+000 1.15e-002 6.17e-004  -6.1 2.19e-001  -3.9 1.00e+000 1.00e+000h  1
 455 4.0909005e+000 5.03e-003 4.05e-004  -6.3 2.42e-001  -4.4 1.00e+000 9.98e-001h  1
 456 4.0946265e+000 1.35e-003 2.38e-003  -6.0 4.02e-001  -4.9 8.88e-001 7.68e-001h  1
 457 4.0937491e+000 2.77e-003 4.69e-004  -6.1 8.17e-001  -5.4 7.70e-001 7.57e-001h  1
 458 4.0936497e+000 2.30e-003 1.92e-003  -6.1 1.46e+000  -5.8 7.68e-001 2.30e-001f  1
 459 4.0932385e+000 6.47e-003 3.78e-004  -6.1 3.46e+000  -6.3 1.00e+000 1.00e+000f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 460 4.0923945e+000 7.26e-003 3.14e-004  -6.1 6.59e+000  -6.8 8.24e-001 9.85e-001h  1
 461 4.0923187e+000 1.55e-002 4.26e-004  -6.1 2.49e+002    -  9.56e-002 6.70e-002h  1
 462 4.0920829e+000 1.42e-002 1.53e-003  -6.2 6.68e+001    -  5.45e-001 1.19e-001h  1
 463 4.0919022e+000 1.24e-002 3.68e-003  -6.2 1.81e+001  -7.3 4.78e-002 1.23e-001h  1
 464 4.0914872e+000 9.09e-003 1.84e-003  -6.2 6.80e+001    -  5.69e-001 2.84e-001f  1
 465 4.0907702e+000 4.94e-003 4.29e-003  -6.2 1.48e+001    -  1.00e+000 7.27e-001f  1
 466 4.0907289e+000 3.71e-003 4.38e-004  -6.2 9.69e-001  -5.0 1.00e+000 2.50e-001f  3
 467 4.0892629e+000 7.63e-005 7.44e-005  -6.4 7.98e-002  -4.6 1.00e+000 9.99e-001h  1
 468 4.0894687e+000 9.85e-003 7.07e-003  -6.0 2.14e+002    -  6.71e-002 3.51e-002h  1
 469 4.0884786e+000 1.74e-003 1.04e-004  -6.4 1.89e+000  -5.1 1.00e+000 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 470 4.0876011e+000 3.04e-004 1.66e-004  -6.5 8.82e-001  -5.6 1.00e+000 9.89e-001h  1
 471 4.0888408e+000 6.52e-004 1.94e-002  -6.2 2.16e+000  -6.1 1.00e+000 3.10e-001h  1
 472 4.0899279e+000 5.93e-004 1.36e-004  -6.3 6.89e-001  -5.6 1.00e+000 1.00e+000h  1
 473 4.0899509e+000 6.58e-005 5.93e-005  -6.3 3.75e-001  -5.2 1.00e+000 1.00e+000h  1
 474 4.0875619e+000 5.61e-005 2.78e-003  -6.7 1.76e-001  -4.8 9.96e-001 7.81e-001h  1
 475 4.0864825e+000 1.75e-004 9.10e-004  -6.8 1.05e+000  -5.2 1.00e+000 7.65e-001h  1
 476 4.0856418e+000 1.01e-004 7.42e-004  -7.0 5.83e-001  -4.8 1.00e+000 9.95e-001h  1
 477 4.0855619e+000 7.69e-005 7.93e-003  -7.1 3.03e-001  -4.4 1.00e+000 3.05e-001h  1
 478 4.0850893e+000 4.87e-005 3.24e-004  -7.3 1.65e-001  -4.9 1.00e+000 9.66e-001h  1
 479 4.0852240e+000 8.98e-005 4.33e-003  -7.0 3.08e-001  -5.4 1.00e+000 5.25e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 480 4.0851680e+000 7.22e-004 1.93e-004  -7.1 1.62e-001  -4.9 1.00e+000 1.00e+000h  1
 481 4.0850886e+000 1.80e-004 9.09e-005  -7.1 2.15e-001  -5.4 1.00e+000 1.00e+000h  1
 482 4.0850067e+000 8.96e-005 1.17e-004  -7.1 4.70e-001  -5.9 1.00e+000 9.21e-001h  1
 483 4.0855290e+000 1.11e-004 1.30e-003  -6.9 6.82e-001  -6.4 1.00e+000 8.92e-001h  1
 484 4.0854206e+000 2.51e-003 9.06e-004  -6.9 1.85e+001    -  5.71e-001 2.49e-001h  1
 485 4.0852304e+000 2.66e-003 1.04e-003  -6.9 6.39e+000    -  1.00e+000 7.12e-001f  1
 486 4.0852255e+000 2.33e-003 1.08e-003  -6.9 5.54e-001  -6.8 1.00e+000 1.25e-001f  4
 487 4.0851887e+000 1.47e-004 1.55e-005  -6.9 1.62e+000  -7.3 1.00e+000 1.00e+000h  1
 488 4.0846438e+000 9.03e-005 3.17e-004  -7.2 1.40e+000  -6.9 9.32e-001 1.00e+000h  1
 489 4.0843403e+000 4.99e-005 2.73e-005  -7.5 9.04e-001  -6.5 1.00e+000 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 490 4.0841704e+000 2.49e-005 2.12e-005  -7.8 4.45e-001  -6.0 9.95e-001 1.00e+000h  1
 491 4.0841195e+000 7.99e-004 2.07e-004  -7.9 3.30e+000  -6.5 1.00e+000 9.99e-001h  1
 492 4.0845207e+000 9.19e-004 1.04e-002  -6.3 1.32e+001  -6.1 6.55e-003 8.44e-002f  1
 493 4.0845185e+000 9.14e-004 1.15e-002  -7.9 2.11e+000  -5.7 1.00e+000 5.60e-003h  1
 494 4.0841414e+000 9.50e-005 1.60e-004  -7.9 4.13e-001  -6.1 1.00e+000 9.84e-001f  1
 495 4.0841333e+000 5.19e-005 1.34e-006  -7.9 6.49e-001  -6.6 1.00e+000 1.00e+000f  1
 496 4.0841170e+000 4.83e-004 9.78e-006  -7.9 6.93e-001  -7.1 1.00e+000 9.81e-001h  1
 497 4.0840582e+000 5.48e-004 4.71e-006  -8.2 2.06e-001  -6.7 1.00e+000 1.00e+000h  1
 498 4.0840252e+000 3.84e-004 2.50e-006  -8.4 1.04e-001  -6.2 9.97e-001 1.00e+000h  1
 499 4.0840049e+000 1.15e-004 1.78e-006  -8.8 5.17e-002  -5.8 1.00e+000 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 500 4.0840179e+000 7.87e-003 4.35e-005  -8.5 4.52e-001  -6.3 1.00e+000 1.00e+000h  1
 501 4.0840148e+000 2.62e-002 2.81e-004  -8.6 2.40e+000  -5.9 1.17e-001 2.51e-001h  1
 502 4.0840061e+000 2.20e-003 5.46e-005  -8.6 9.29e-002  -4.5 1.00e+000 1.00e+000f  1
 503 4.0839986e+000 2.88e-002 6.08e-004  -8.6 1.06e+000  -5.0 3.79e-001 4.75e-001h  1
 504 4.0840933e+000 2.77e-002 8.73e-004  -6.6 1.13e+000  -4.6 3.48e-002 3.99e-002f  1
 505 4.0840457e+000 2.54e-003 2.67e-004  -8.0 3.52e-001  -5.1 1.00e+000 1.00e+000h  1
 506 4.0840431e+000 9.77e-004 3.58e-004  -8.0 5.05e-001  -5.5 1.00e+000 6.64e-001h  1
 507 4.0840379e+000 5.59e-004 3.93e-005  -8.0 6.76e-001  -6.0 1.00e+000 7.93e-001h  1
 508 4.0840310e+000 5.84e-004 2.63e-005  -8.0 1.00e+000  -6.5 1.00e+000 1.00e+000f  1
 509 4.0840257e+000 4.08e-004 1.67e-005  -8.0 1.89e+000  -7.0 1.00e+000 7.54e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 510 4.0840216e+000 3.86e-004 8.75e-005  -8.0 3.92e+000  -7.4 1.00e+000 4.19e-001f  1
 511 4.0840133e+000 3.01e-003 9.79e-005  -8.0 8.09e+000  -7.9 1.00e+000 6.07e-001f  1
 512 4.0840113e+000 2.53e-003 1.81e-004  -8.0 1.85e+001    -  6.43e-001 1.59e-001f  1
 513 4.0840076e+000 1.60e-003 1.29e-004  -8.0 1.51e+001    -  1.00e+000 4.87e-001f  1
 514 4.0840072e+000 4.22e-004 2.65e-005  -8.0 7.77e+000    -  1.00e+000 7.91e-001f  1
 515 4.0840073e+000 3.69e-004 2.32e-005  -8.0 1.64e+000    -  1.00e+000 1.25e-001f  4
 516 4.0840081e+000 3.68e-006 1.73e-007  -8.0 1.43e+000    -  1.00e+000 1.00e+000h  1
 517 4.0839471e+000 8.99e-006 2.65e-004  -8.5 3.85e-001    -  7.71e-001 1.00e+000h  1
 518 4.0839285e+000 5.32e-006 9.37e-007  -8.9 2.00e-001    -  1.00e+000 1.00e+000h  1
 519 4.0839208e+000 3.86e-006 8.31e-007  -9.3 1.37e-001  -7.5 9.99e-001 1.00e+000h  1

Number of Iterations....: 519

                                   (scaled)                 (unscaled)
Objective...............:  4.0839207837606200e+000   4.0839207837606200e+000
Dual infeasibility......:  8.3076610867664648e-007   8.3076610867664648e-007
Constraint violation....:  6.0899546679496486e-007   3.8633460519577056e-006
Complementarity.........:  7.9900192786132116e-010   7.9900192786132116e-010
Overall NLP error.......:  8.3076610867664648e-007   3.8633460519577056e-006


Number of objective function evaluations             = 529
Number of objective gradient evaluations             = 520
Number of equality constraint evaluations            = 529
Number of inequality constraint evaluations          = 529
Number of equality constraint Jacobian evaluations   = 520
Number of inequality constraint Jacobian evaluations = 520
Number of Lagrangian Hessian evaluations             = 519
Total CPU secs in IPOPT (w/o function evaluations)   =    693.924
Total CPU secs in NLP function evaluations           =     48.634

EXIT: Optimal Solution Found.
